Row Labels;Sum of CREDITO;;;
15322676 2 35008;1000000;;1000000;0
15322676 2 50125;700000;;700000;0
15322676 2 50192;700000;;700000;0
15322676 2 50278;700000;;700000;0
15322676 2 50393;1650000;;1650000;0
15322676 5 329;1272500;;1272500;0
15322676 6 27884;1272500;;1272500;0
15322676 6 31899;1272500;;1272500;0
15322676 6 50132;475800;;475800;0
15322676 6 50200;456400;;456400;0
15322676 6 50279;456400;;456400;0
15322676 6 50331;888800;;888800;0
15322676 6 50394;1137500;;1137500;0
15341763 13 24791;812400;;812400;0
15341763 2 27382;1080000;;1080000;0
15341763 2 34932;1400000;;1400000;0
15341763 2 38023;1000000;;1000000;0
15341763 2 39068;850000;;850000;0
15341763 6 27391;659500;;659500;0
15341763 6 31263;727200;;727200;0
15341763 6 37135;1386000;;1386000;0
15341763 6 39102;1360000;;1360000;0
15346534 6 15196;274000;;274000;0
15346756 13 34868;669000;;669000;0
15346756 2 26737;850000;;850000;0
15346756 2 33876;500000;;500000;0
15348793 13 25528;819600;;819600;0
15361676 13 30003630;1207100;;1207100;0
15361676 2 25225;1000000;;1000000;0
15361676 2 30001521;800000;;800000;0
15361676 2 30002973;2000000;;2000000;0
15361676 2 30003433;2000000;;2000000;0
15361676 2 31680;2500000;;2500000;0
15361676 2 33904;2500000;;2500000;0
15361676 2 37264;3000000;;3000000;0
15361676 2 39371;3000000;;3000000;0
15361676 6 27364;1943000;;1943000;0
15361676 6 30001522;542400;;542400;0
15361676 6 30002156;673400;;673400;0
15361676 6 30003490;1534000;;1534000;0
15361676 6 31682;2057700;;2057700;0
15361676 6 34135;2058000;;2058000;0
15361676 6 37278;2649000;;2649000;0
15361676 6 39382;3071900;;3071900;0
15402073 2 20000031;500000;;500000;0
15403524 2 20000585;500000;;500000;0
15403524 2 20001179;1000000;;1000000;0
15403524 2 20001812;3000000;;3000000;0
15403524 6 20000586;618200;;618200;0
15405106 13 20001950;376600;;376600;0
15405106 2 25245;1100000;;1100000;0
15405106 2 28090;1100000;;1100000;0
15405106 6 25247;732000;;732000;0
15405106 6 28091;732000;;732000;0
15450116 2 50039;1000000;;1000000;0
15450116 2 50159;1200000;;1200000;0
15450116 2 50238;1500000;;1500000;0
15450116 2 50272;2500000;;2500000;0
15450116 2 50314;2500000;;2500000;0
15450116 2 6062;900000;;900000;0
15450116 2 7358;1000000;;1000000;0
15450116 6 50038;952600;;952600;0
15450116 6 50139;1504000;;1504000;0
15450116 6 50192;2136900;;2136900;0
15450116 6 50230;2136900;;2136900;0
15450116 6 50313;1648600;;1648600;0
15450116 6 6104;606100;;606100;0
15450116 6 7356;777600;;777600;0
15450136 2 50040;500000;;500000;0
15450354 2 13773;600000;;600000;0
15450354 2 16820;1300000;;1300000;0
15450354 2 19644;1300000;;1300000;0
15450354 2 22694;1300000;;1300000;0
15450354 2 23843;1500000;;1500000;0
15450354 2 27196;1500000;;1500000;0
15450354 2 27722;2800000;;2800000;0
15450354 2 31082;3100000;;3100000;0
15450354 2 34956;3100000;;3100000;0
15450354 2 50061;500000;;500000;0
15450354 5 35062;1299000;;1299000;0
15450354 6 24882;982200;;982200;0
15450354 6 28356;982200;;982200;0
15450354 6 31187;1299000;;1299000;0
15450354 6 50062;342400;;342400;0
15450354 6 50142;538300;;538300;0
15450354 6 50205;538300;;538300;0
15450354 6 50285;538300;;538300;0
15450354 6 50371;538300;;538300;0
15450368 2 20001774;840000;;840000;0
15450368 2 31305;1680000;;1680000;0
15450368 2 35110;2000000;;2000000;0
15450368 6 20001775;506850;;506850;0
15450368 6 26014;683000;;683000;0
15450368 6 31306;1092800;;1092800;0
15450368 6 35113;2628000;;2628000;0
15450368 6 37659;3465000;;3465000;0
15450519 2 11174;3000000;;3000000;0
15450519 2 1281;1000000;;1000000;0
15450519 2 14161;3500000;;3500000;0
15450519 2 17141;3500000;;3500000;0
15450519 2 3809;2000000;;2000000;0
15450519 2 6504;2000000;;2000000;0
15450519 2 769;1000000;;1000000;0
15450537 13 31662;2104900;;2104900;0
15450537 13 37700;2649500;;2649500;0
15450537 13 39011;2682600;;2682600;0
15450537 2 27426;3300000;;3300000;0
15450537 2 30898;3300000;;3300000;0
15450537 2 34267;3300000;;3300000;0
15450537 2 38990;3100000;;3100000;0
15450537 2 50162;800000;;800000;0
15450537 2 50264;1200000;;1200000;0
15450537 2 50329;1500000;;1500000;0
15450537 2 50392;2834842;;2834842;0
15450537 6 27427;2245800;;2245800;0
15450537 6 30899;2245800;;2245800;0
15450537 6 34268;2245800;;2245800;0
15450537 6 50163;516400;;516400;0
15450537 6 50263;809000;;809000;0
15450537 6 50328;939900;;939900;0
15450537 6 50395;1605600;;1605600;0
15450633 13 34667;1973000;;1973000;0
15450633 13 39538;1951500;;1951500;0
15450633 2 38428;5050000;;5050000;0
15450648 13 38541;3605500;;3605500;0
15450780 13 37594;2524400;;2524400;0
15450780 13 39437;3136000;;3136000;0
15450780 13 50369;1172300;;1172300;0
15482190 2 11630;400000;;400000;0
15482190 2 14688;200000;;200000;0
15482190 6 20781;493400;;493400;0
15483904 13 34642;2420000;;2420000;0
15483904 13 39592;1596600;;1596600;0
15483904 2 19680;2000000;;2000000;0
15483904 2 22592;2000000;;2000000;0
15483904 2 29039;3000000;;3000000;0
15483904 2 32418;3000000;;3000000;0
15483904 2 38454;1000000;;1000000;0
15483904 2 40036;2000000;;2000000;0
15483904 3 14588;300000;;300000;0
15483904 5 35858;3000000;;3000000;0
15483904 6 101906;340800;;340800;0
15483904 6 102508;457900;;457900;0
15483904 6 11290;303100;;303100;0
15483904 6 12896;464800;;464800;0
15483904 6 13660;665000;;665000;0
15483904 6 13752;434700;;434700;0
15483904 6 17181;1465000;;1465000;0
15483904 6 23287;1332000;;1332000;0
15483904 6 26834;1568600;;1568600;0
15483904 6 31137;2093276;;2093276;0
15483904 6 37372;2476000;;2476000;0
15483904 6 39490;651065;;651065;0
15483904 7 11259;300000;;300000;0
15483904 7 9176;300000;;300000;0
15488427 13 35643;695383;;695383;0
15516600 2 38527;2000000;;2000000;0
15516600 2 40138;3500000;;3500000;0
15520003 2 38804;200000;;200000;0
15520015 6 123;372700;;372700;0
15520016 2 14029;500000;;500000;0
15520016 2 1542;134000;;134000;0
15520016 2 16237;600000;;600000;0
15520016 2 518;1000000;;1000000;0
15520016 6 102369;65000;;65000;0
15520016 6 102949;77300;;77300;0
15520016 6 11561;247800;;247800;0
15520016 6 4917;191500;;191500;0
15520016 6 8877;295300;;295300;0
15520026 13 25255;801100;;801100;0
15520026 13 2545;731800;;731800;0
15520026 13 28935;1008179;;1008179;0
15520026 13 30728;1397000;;1397000;0
15520026 13 32505;969500;;969500;0
15520026 2 1223;2500000;;2500000;0
15520026 2 1507;2500000;;2500000;0
15520026 2 1877;4000000;;4000000;0
15520026 2 1933;600000;;600000;0
15520026 2 2193;4000000;;4000000;0
15520026 2 2576;4000000;;4000000;0
15520026 2 27368;5000000;;5000000;0
15520026 2 2837;5000000;;5000000;0
15520026 2 309;3000000;;3000000;0
15520026 2 31143;5000000;;5000000;0
15520026 2 34853;5000000;;5000000;0
15520026 2 38127;7700000;;7700000;0
15520026 2 628;3000000;;3000000;0
15520026 2 868;2500000;;2500000;0
15520026 6 1538;1316300;;1316300;0
15520026 6 1851;1316300;;1316300;0
15520026 6 2147;2440300;;2440300;0
15520026 6 2527;2440300;;2440300;0
15520026 6 2709;1616500;;1616500;0
15520026 6 717;2230600;;2230600;0
15520031 2 12372;1295000;;1295000;0
15520031 2 14897;1295000;;1295000;0
15520031 2 17596;1295000;;1295000;0
15520031 2 1883;1300000;;1300000;0
15520031 2 20167;1295000;;1295000;0
15520031 2 2213;1300000;;1300000;0
15520031 2 23166;400000;;400000;0
15520031 2 27233;600000;;600000;0
15520031 2 31012;800000;;800000;0
15520031 2 34396;800000;;800000;0
15520031 2 6657;1300000;;1300000;0
15520031 2 67;1000000;;1000000;0
15520031 2 782;1000000;;1000000;0
15520031 2 9530;1295000;;1295000;0
15520031 3 93;150000;;150000;0
15520039 2 17177;1250000;;1250000;0
15520039 2 19793;1500000;;1500000;0
15520039 2 22544;1600000;;1600000;0
15520039 2 29113;2000000;;2000000;0
15520039 2 34307;3000000;;3000000;0
15520039 2 37424;3000000;;3000000;0
15520039 2 39399;2079989;;2079989;0
15520039 2 4709;300000;;300000;0
15520039 6 18556;970400;;970400;0
15520039 6 20985;1041800;;1041800;0
15520039 6 24057;1354000;;1354000;0
15520039 6 27489;1708800;;1708800;0
15520039 6 31070;1767795;;1767795;0
15520059 2 1918;4000000;;4000000;0
15520059 2 19574;6400000;;6400000;0
15520059 2 2393;4000000;;4000000;0
15520059 2 340;3700000;;3700000;0
15520059 2 3483;4500000;;4500000;0
15520059 2 5476;4500000;;4500000;0
15520059 2 817;3700000;;3700000;0
15520059 2 8283;4500000;;4500000;0
15520060 2 10074;1661000;;1661000;0
15520060 2 12843;1661000;;1661000;0
15520060 2 1555;1720000;;1720000;0
15520060 2 15637;1661000;;1661000;0
15520060 2 18265;1661000;;1661000;0
15520060 2 21295;2000000;;2000000;0
15520060 2 2383;1720000;;1720000;0
15520060 2 23986;2000000;;2000000;0
15520060 2 268;1320000;;1320000;0
15520060 2 27821;2000000;;2000000;0
15520060 2 293;1260000;;1260000;0
15520060 2 3039;1720000;;1720000;0
15520060 2 31539;2000000;;2000000;0
15520060 2 4759;1720000;;1720000;0
15520060 2 709;1000000;;1000000;0
15520060 2 7313;1720000;;1720000;0
15520060 2 873;1260000;;1260000;0
15520060 3 116;100000;;100000;0
15520060 3 604;200000;;200000;0
15520060 3 759;200000;;200000;0
15520060 3 905;100000;;100000;0
15520060 3 97;200000;;200000;0
15520060 5 35256;1044500;;1044500;0
15520060 5 36271;2000000;;2000000;0
15520060 6 102963;422400;;422400;0
15520060 6 11043;507200;;507200;0
15520060 6 13077;746000;;746000;0
15520060 6 1443;188700;;188700;0
15520060 6 17101;233400;;233400;0
15520060 6 18700;1178500;;1178500;0
15520060 6 2108;532100;;532100;0
15520060 6 21597;1178500;;1178500;0
15520060 6 2205;265100;;265100;0
15520060 6 23985;1178500;;1178500;0
15520060 6 27641;1178500;;1178500;0
15520060 6 28268;1044500;;1044500;0
15520060 6 31964;1044500;;1044500;0
15520060 6 5172;459600;;459600;0
15520060 6 542;532100;;532100;0
15520060 6 829;579400;;579400;0
15520060 6 8558;579100;;579100;0
15520068 1 69;1000000;;1000000;0
15520068 2 19563;1000000;;1000000;0
15520068 2 22627;1300000;;1300000;0
15520068 2 25465;1000000;;1000000;0
15520068 2 2584;1000000;;1000000;0
15520068 2 27835;1000000;;1000000;0
15520068 2 29312;200000;;200000;0
15520068 2 32529;1000000;;1000000;0
15520068 2 35644;5000000;;5000000;0
15520068 2 37817;10000000;;10000000;0
15520068 2 38651;7235000;;7235000;0
15520068 6 100359;339000;;339000;0
15520068 6 103119;356000;;356000;0
15520068 6 12923;447500;;447500;0
15520068 6 18123;769000;;769000;0
15520068 7 102;1200000;;1200000;0
15520068 7 11391;1500000;;1500000;0
15520068 7 16664;1700000;;1700000;0
15520068 7 48;1000000;;1000000;0
15520068 7 5775;1000000;;1000000;0
15520068 7 7721;1500000;;1500000;0
15520108 2 89;1000000;;1000000;0
15520108 6 632;556800;;556800;0
15520120 2 3837;3000000;;3000000;0
15520120 2 38445;30000000;;30000000;0
15520120 2 40548;50000000;;50000000;0
15520120 6 16561;5796900;;5796900;0
15520127 2 1018;1800000;;1800000;0
15520127 2 14598;1000000;;1000000;0
15520127 2 1584;2171000;;2171000;0
15520127 2 1591;1400000;;1400000;0
15520127 2 17116;358000;;358000;0
15520127 2 19004;358000;;358000;0
15520127 2 2559;2171000;;2171000;0
15520127 2 258;1600000;;1600000;0
15520127 2 27275;1800000;;1800000;0
15520127 2 3006;2171000;;2171000;0
15520127 2 30998;1800000;;1800000;0
15520127 2 4783;2171000;;2171000;0
15520127 2 562;1400000;;1400000;0
15520127 2 7916;2009000;;2009000;0
15520127 6 11784;478900;;478900;0
15520127 6 15538;898600;;898600;0
15520127 6 18208;898600;;898600;0
15520127 6 21043;898600;;898600;0
15520127 6 23839;898600;;898600;0
15520127 6 27143;898600;;898600;0
15520127 6 9334;747900;;747900;0
15520149 2 1255;1100000;;1100000;0
15520149 2 2020;1100000;;1100000;0
15520149 2 2811;1100000;;1100000;0
15520149 2 336;1200000;;1200000;0
15520149 2 525;1200000;;1200000;0
15520149 6 100451;439250;;439250;0
15520149 6 197;342800;;342800;0
15520157 2 1042;1081000;;1081000;0
15520157 2 2011;1081000;;1081000;0
15520157 2 2430;1081000;;1081000;0
15520157 2 26584;1081000;;1081000;0
15520157 2 2751;1081000;;1081000;0
15520157 2 31110;1081000;;1081000;0
15520157 2 845;1100000;;1100000;0
15520162 2 10690;2400000;;2400000;0
15520162 2 1347;1300000;;1300000;0
15520162 2 15483;2000000;;2000000;0
15520162 2 17851;3000000;;3000000;0
15520162 2 200;1300000;;1300000;0
15520162 2 20631;3500000;;3500000;0
15520162 2 23321;5072976;;5072976;0
15520162 2 2390;1200000;;1200000;0
15520162 2 3159;1300000;;1300000;0
15520162 2 3961;1300000;;1300000;0
15520162 2 7642;2500000;;2500000;0
15520162 2 890;1300000;;1300000;0
15520162 6 101645;441000;;441000;0
15520162 6 102310;425500;;425500;0
15520162 6 103055;576400;;576400;0
15520162 6 1105;349700;;349700;0
15520162 6 13040;930800;;930800;0
15520162 6 15485;869400;;869400;0
15520162 6 19428;943800;;943800;0
15520162 6 22952;943800;;943800;0
15520162 6 4040;495500;;495500;0
15520162 6 5989;654500;;654500;0
15520162 7 13037;2500000;;2500000;0
15520163 2 148;2613000;;2613000;0
15520174 1 103;1200000;;1200000;0
15520174 2 22399;1000000;;1000000;0
15520174 2 29027;1400000;;1400000;0
15520174 6 18240;777700;;777700;0
15520174 7 49;1200000;;1200000;0
15520174 7 57;1200000;;1200000;0
15520201 13 29887;1012100;;1012100;0
15520201 2 20000222;3000000;;3000000;0
15520201 2 20000569;3590000;;3590000;0
15520201 2 20000857;3930000;;3930000;0
15520201 2 20001089;3930000;;3930000;0
15520201 2 32679;2000000;;2000000;0
15520201 2 36921;1000000;;1000000;0
15520201 2 40715;850000;;850000;0
15520201 6 20000049;788300;;788300;0
15520201 6 20000570;950000;;950000;0
15520201 6 20000858;1080000;;1080000;0
15520201 6 20001090;1080000;;1080000;0
15520201 6 34017;2787100;;2787100;0
15520201 6 37225;3057400;;3057400;0
15520204 2 18965;2789000;;2789000;0
15520204 2 21111;2200000;;2200000;0
15520204 2 23185;2400000;;2400000;0
15520204 2 23280;2700000;;2700000;0
15520204 2 26178;5000000;;5000000;0
15520204 2 29877;5000000;;5000000;0
15520204 2 34120;5000000;;5000000;0
15520204 6 26209;2128100;;2128100;0
15520204 6 29824;2128100;;2128100;0
15520204 6 34121;2128100;;2128100;0
15520205 2 1254;1699000;;1699000;0
15520205 2 147;1700000;;1700000;0
15520205 2 704;1700000;;1700000;0
15520207 2 1034;1000000;;1000000;0
15520207 2 11386;1500000;;1500000;0
15520207 2 14053;1500000;;1500000;0
15520207 2 16738;1000000;;1000000;0
15520207 2 16739;600000;;600000;0
15520207 2 1941;1000000;;1000000;0
15520207 2 19467;600000;;600000;0
15520207 2 19468;1000000;;1000000;0
15520207 2 22127;1000000;;1000000;0
15520207 2 22128;600000;;600000;0
15520207 2 23750;1500000;;1500000;0
15520207 2 2740;1500000;;1500000;0
15520207 2 3095;1500000;;1500000;0
15520207 2 451;800000;;800000;0
15520207 2 506;400000;;400000;0
15520207 2 5518;1500000;;1500000;0
15520207 2 8698;1500000;;1500000;0
15520207 6 100677;133200;;133200;0
15520207 6 1156;277700;;277700;0
15520207 6 151;254100;;254100;0
15520207 6 1662;450000;;450000;0
15520207 6 19809;271600;;271600;0
15520207 6 22567;271600;;271600;0
15520207 6 24175;348600;;348600;0
15520207 6 782;269000;;269000;0
15520213 2 262;800000;;800000;0
15520213 6 10015;830000;;830000;0
15520215 1 1707;6000000;;6000000;0
15520215 2 1346;7800000;;7800000;0
15520215 2 758;7800000;;7800000;0
15520215 3 160;200000;;200000;0
15520215 3 192;625000;;625000;0
15520215 3 197;727000;;727000;0
15520215 3 20;400000;;400000;0
15520215 3 207;900000;;900000;0
15520215 3 229;1200000;;1200000;0
15520215 3 242;250000;;250000;0
15520215 3 278;450000;;450000;0
15520215 3 286;350000;;350000;0
15520215 3 63;450000;;450000;0
15520215 3 67;800000;;800000;0
15520215 3 80;450000;;450000;0
15520215 3 89;600000;;600000;0
15520215 6 100250;3383000;;3383000;0
15520215 6 1218;3383000;;3383000;0
15520215 6 2031;1043845;;1043845;0
15520215 6 3158;1213250;;1213250;0
15520219 1 463;1000000;;1000000;0
15520219 13 21796;449600;;449600;0
15520219 13 21797;449600;;449600;0
15520219 13 21798;505800;;505800;0
15520219 13 24869;2822200;;2822200;0
15520219 13 28364;1791488;;1791488;0
15520219 13 35870;1774772;;1774772;0
15520219 13 37820;2974800;;2974800;0
15520219 13 40228;994000;;994000;0
15520219 2 1040;2000000;;2000000;0
15520219 2 11227;5000000;;5000000;0
15520219 2 13416;5000000;;5000000;0
15520219 2 16043;5000000;;5000000;0
15520219 2 18299;6000000;;6000000;0
15520219 2 19370;2000000;;2000000;0
15520219 2 1995;2000000;;2000000;0
15520219 2 21252;6000000;;6000000;0
15520219 2 22114;2000000;;2000000;0
15520219 2 24733;6000000;;6000000;0
15520219 2 2654;2000000;;2000000;0
15520219 2 27987;6000000;;6000000;0
15520219 2 31693;6000000;;6000000;0
15520219 2 3498;2000000;;2000000;0
15520219 2 36784;3000000;;3000000;0
15520219 2 38403;5500000;;5500000;0
15520219 2 387;2000000;;2000000;0
15520219 2 39142;11239886;;11239886;0
15520219 2 5306;2000000;;2000000;0
15520219 2 5647;800000;;800000;0
15520219 2 6540;2600000;;2600000;0
15520219 2 7806;2455000;;2455000;0
15520219 2 8285;2000000;;2000000;0
15520219 3 478;300000;;300000;0
15520219 6 100669;995600;;995600;0
15520219 6 101098;1063500;;1063500;0
15520219 6 102186;1059600;;1059600;0
15520219 6 102851;1244249;;1244249;0
15520219 6 11230;1260200;;1260200;0
15520219 6 13418;1769800;;1769800;0
15520219 6 138;580350;;580350;0
15520219 6 16056;2462800;;2462800;0
15520219 6 21863;2073300;;2073300;0
15520219 6 28363;1708800;;1708800;0
15520219 6 31793;1323208;;1323208;0
15520219 6 34014;3870000;;3870000;0
15520219 6 5379;1578700;;1578700;0
15520219 6 8190;1496400;;1496400;0
15520225 2 17807;220000;;220000;0
15520225 2 20427;400000;;400000;0
15520225 6 17811;170000;;170000;0
15520225 6 20367;282100;;282100;0
15520226 2 10324;1000000;;1000000;0
15520226 2 11078;200000;;200000;0
15520226 2 12744;1000000;;1000000;0
15520226 2 14180;300000;;300000;0
15520226 2 1536;470000;;470000;0
15520226 2 15649;1000000;;1000000;0
15520226 2 16961;300000;;300000;0
15520226 2 17700;1400000;;1400000;0
15520226 2 18553;500000;;500000;0
15520226 2 20208;1400000;;1400000;0
15520226 2 2071;470000;;470000;0
15520226 2 21690;500000;;500000;0
15520226 2 23006;1400000;;1400000;0
15520226 2 25559;500000;;500000;0
15520226 2 258;470000;;470000;0
15520226 2 26215;1400000;;1400000;0
15520226 2 29420;500000;;500000;0
15520226 2 29799;2235000;;2235000;0
15520226 2 3184;150000;;150000;0
15520226 2 33089;327194;;327194;0
15520226 2 33509;835000;;835000;0
15520226 2 3740;50000;;50000;0
15520226 2 37896;1000000;;1000000;0
15520226 2 40027;1325003;;1325003;0
15520226 2 463;470000;;470000;0
15520226 2 4804;150000;;150000;0
15520226 2 661;470000;;470000;0
15520226 2 7525;1000000;;1000000;0
15520226 6 100324;326600;;326600;0
15520226 6 101114;339700;;339700;0
15520226 6 102569;394200;;394200;0
15520226 6 103025;281600;;281600;0
15520226 6 11104;440800;;440800;0
15520226 6 14080;335300;;335300;0
15520226 6 16962;153000;;153000;0
15520226 6 1759;339700;;339700;0
15520226 6 2339;339700;;339700;0
15520226 6 2344;339700;;339700;0
15520226 6 4075;269950;;269950;0
15520226 6 5662;219000;;219000;0
15520226 6 5792;614800;;614800;0
15520226 6 6836;614800;;614800;0
15520238 13 22316;1789300;;1789300;0
15520238 13 29206;1708800;;1708800;0
15520238 2 1126;2300000;;2300000;0
15520238 2 12226;5000000;;5000000;0
15520238 2 14881;5000000;;5000000;0
15520238 2 17811;5000000;;5000000;0
15520238 2 20593;5000000;;5000000;0
15520238 2 2084;4000000;;4000000;0
15520238 2 23361;9300000;;9300000;0
15520238 2 270;9000000;;9000000;0
15520238 2 2809;5000000;;5000000;0
15520238 2 28629;10000000;;10000000;0
15520238 2 31170;9000000;;9000000;0
15520238 2 359;1100000;;1100000;0
15520238 2 3795;5000000;;5000000;0
15520238 2 39787;15000000;;15000000;0
15520238 2 435;1900000;;1900000;0
15520238 2 6042;5000000;;5000000;0
15520238 2 9480;5000000;;5000000;0
15520238 6 100999;1025050;;1025050;0
15520238 6 101753;831600;;831600;0
15520238 6 102396;2130000;;2130000;0
15520238 6 103116;2482000;;2482000;0
15520238 6 11017;2478000;;2478000;0
15520238 6 13877;2478000;;2478000;0
15520238 6 17168;2478000;;2478000;0
15520238 6 20119;2478000;;2478000;0
15520238 6 25;664000;;664000;0
15520238 6 25742;2803500;;2803500;0
15520238 6 31171;2755800;;2755800;0
15520238 6 347;1139600;;1139600;0
15520238 6 34714;2676000;;2676000;0
