"","id.join","vr.pagos","NA","CREDITO"
"577","1410507 2 1145",2,1370000,"NULL"
"578","1410507 2 1528",2,1370000,"NULL"
"579","1410507 2 1764",4,1370000,"NULL"
"580","1410507 2 2010",2,1170000,"NULL"
"581","1410507 2 319",6,1536000,"NULL"
"582","1410507 2 50",2,1e+06,"NULL"
"583","1410507 2 807",2,1370000,"NULL"
"584","1410913 2 1487",2,7e+06,"NULL"
"585","1410913 2 1955",2,7e+06,"NULL"
"586","1410913 2 2226",2,7e+06,"NULL"
"587","1410913 2 2924",2,7e+06,"NULL"
"588","1410913 2 413",2,8e+06,"NULL"
"589","1410913 2 4207",2,7e+06,"NULL"
"590","1410913 2 883",2,6e+06,"NULL"
"591","1411147 2 20000366",4,1200000,"NULL"
"592","1411147 2 20000367",2,6e+05,"NULL"
"593","1411147 6 1394",6,1500000,"NULL"
"594","1411147 6 3170",6,1188000,"NULL"
"595","1411147 6 567",6,1188000,"NULL"
"596","1412208 2 1441",2,1500000,"NULL"
"597","1412208 2 2534",2,1500000,"NULL"
"598","1412208 2 286",2,1500000,"NULL"
"599","1412208 2 3138",2,1500000,"NULL"
"600","1412208 2 5746",4,1500000,"NULL"
"601","1412208 2 779",2,1500000,"NULL"
"602","1412208 6 102758",6,448000,"NULL"
"603","1412208 6 1103",6,511635,"NULL"
"604","1412208 6 1223",6,511635,"NULL"
"605","1412208 6 1845",6,407,"NULL"
"606","1412208 6 1854",12,630000,"NULL"
"607","1412208 6 317",6,408000,"NULL"
"608","1412208 6 9994789",6,570000,"NULL"
"609","1412765 2 1007",2,8e+05,"NULL"
"610","1412765 2 1287",2,5e+05,"NULL"
"611","1412765 2 635",4,8e+05,"NULL"
"612","1412765 3 146",3,1e+05,"NULL"
"613","1412765 3 152",3,2e+05,"NULL"
"614","1412765 3 308",3,2e+05,"NULL"
"615","1412765 6 100616",12,327000,"NULL"
"616","1412765 6 1289",6,327000,"NULL"
"617","1412765 6 20024",6,397600,"NULL"
"618","1421240 2 1201",2,8899000,"NULL"
"619","1421240 2 1527",2,8899000,"NULL"
"620","1421240 2 1847",2,8899000,"NULL"
"621","1421240 2 341",4,9e+06,"NULL"
"622","1421240 2 788",2,9e+06,"NULL"
"623","1421240 2 812",2,8899000,"NULL"
"624","14256704 2 30002526",2,8e+05,"NULL"
"625","14256704 2 30002996",2,8e+05,"NULL"
"626","14256704 6 30002527",6,565900,"NULL"
"627","15241863 2 1089",4,1e+06,"NULL"
"628","15241863 2 1808",4,991000,"NULL"
"629","15241863 2 258",6,1e+06,"NULL"
"630","15241863 2 780",2,1e+06,"NULL"
"631","15250723 2 3871",2,3e+05,"NULL"
"632","15250723 6 11949",6,729800,"NULL"
"633","15250723 6 12859",6,729800,"NULL"
"634","15250723 6 15467",6,729800,"NULL"
"635","15250723 6 19145",6,729800,"NULL"
"636","15250723 6 2707",6,244300,"NULL"
"637","15250723 6 6204",6,244300,"NULL"
"638","15250723 6 8955",6,729800,"NULL"
"639","15250723 7 11950",7,1e+06,"NULL"
"640","15250723 7 12857",7,1e+06,"NULL"
"641","15250723 7 15466",7,1e+06,"NULL"
"642","15250723 7 19146",7,1e+06,"NULL"
"643","15250723 7 8933",7,1e+06,"NULL"
"644","15255438 13 29154",39,280000,"NULL"
"645","15255438 2 10965",2,8e+05,"NULL"
"646","15255438 2 13689",2,8e+05,"NULL"
"647","15255438 2 16358",2,8e+05,"NULL"
"648","15255438 2 19176",2,1400000,"NULL"
"649","15255438 2 21842",2,1400000,"NULL"
"650","15255438 2 24523",2,1400000,"NULL"
"651","15255438 2 28410",2,1e+06,"NULL"
"652","15255438 2 32389",2,1e+06,"NULL"
"653","15255438 2 4782",2,9e+05,"NULL"
"654","15255438 2 8021",4,1e+06,"NULL"
"655","15255438 5 35724",15,2028800,"NULL"
"656","15255438 6 102863",6,391800,"NULL"
"657","15255438 6 11020",6,646200,"NULL"
"658","15255438 6 13690",6,646200,"NULL"
"659","15255438 6 16359",6,646200,"NULL"
"660","15255438 6 26",6,227000,"NULL"
"661","15255438 6 28411",6,1028800,"NULL"
"662","15255438 6 32390",6,1028800,"NULL"
"663","15255438 6 5135",6,496900,"NULL"
"664","15257553 2 12058",4,1e+06,"NULL"
"665","15257553 2 1209",2,1e+06,"NULL"
"666","15257553 2 17266",2,995000,"NULL"
"667","15257553 2 18207",2,995000,"NULL"
"668","15257553 2 20937",2,995000,"NULL"
"669","15257553 2 229",2,9e+05,"NULL"
"670","15257553 2 2582",2,1e+06,"NULL"
"671","15257553 2 2584",2,1e+06,"NULL"
"672","15257553 2 2849",4,4e+05,"NULL"
"673","15257553 2 3261",2,750000,"NULL"
"674","15257553 2 331",2,1e+06,"NULL"
"675","15257553 2 5877",4,3e+05,"NULL"
"676","15257553 2 8932",2,1e+06,"NULL"
"677","15257553 6 102322",6,299100,"NULL"
"678","15257553 6 102626",6,415200,"NULL"
"679","15257553 6 11446",6,812800,"NULL"
"680","15257553 6 14059",6,1024531,"NULL"
"681","15257553 6 17086",12,1024531,"NULL"
"682","15257553 6 18350",6,1017000,"NULL"
"683","15257553 6 20938",12,1017000,"NULL"
"684","15257553 6 360",6,197950,"NULL"
"685","15257553 6 391",6,185350,"NULL"
"686","15257553 6 5804",6,457400,"NULL"
"687","15257553 6 8821",6,702400,"NULL"
"688","15259601 2 12598",2,6324000,"NULL"
"689","15259601 2 15050",2,6324000,"NULL"
"690","15259601 2 16293",2,7e+06,"NULL"
"691","15259601 2 1708",2,3700000,"NULL"
"692","15259601 2 19262",2,7e+06,"NULL"
"693","15259601 2 22053",2,7e+06,"NULL"
"694","15259601 2 2411",2,7e+06,"NULL"
"695","15259601 2 24965",2,7e+06,"NULL"
"696","15259601 2 28278",2,7e+06,"NULL"
"697","15259601 2 3097",2,7e+06,"NULL"
"698","15259601 2 32416",2,7e+06,"NULL"
"699","15259601 2 3937",2,7e+06,"NULL"
"700","15259601 2 6722",4,7e+06,"NULL"
"701","15259601 2 875",2,3e+06,"NULL"
"702","15259601 2 9664",2,6324000,"NULL"
"703","15259601 5 35854",15,20216770,"NULL"
"704","15259601 6 100368",6,1684000,"NULL"
"705","15259601 6 101212",6,2168000,"NULL"
"706","15259601 6 101865",6,3452000,"NULL"
"707","15259601 6 102488",6,2453000,"NULL"
"708","15259601 6 103156",6,2547200,"NULL"
"709","15259601 6 16311",6,6894800,"NULL"
"710","15259601 6 19263",6,6894800,"NULL"
"711","15259601 6 22052",6,6894800,"NULL"
"712","15259601 6 24966",6,6894800,"NULL"
"713","15259601 6 28280",6,6894800,"NULL"
"714","15259601 6 32417",6,6894800,"NULL"
"715","15259601 6 6995",6,2455000,"NULL"
"716","15319812 2 20000580",2,10800000,"NULL"
"717","15319812 2 20000915",2,1.1e+07,"NULL"
"718","15319812 2 20001172",2,1.2e+07,"NULL"
"719","15319812 2 20001582",2,6700000,"NULL"
"720","15319812 2 20001784",2,1.5e+07,"NULL"
"721","15319812 2 20001893",2,18300000,"NULL"
"722","15322676 13 37573",78,1258544,"NULL"
"723","15322676 2 27700",4,1650000,"NULL"
"724","15322676 2 31266",2,1e+06,"NULL"
"725","15322676 2 35008",6,1e+06,"NULL"
"726","15322676 2 50125",2,7e+05,"NULL"
"727","15322676 2 50192",2,7e+05,"NULL"
"728","15322676 2 50278",2,7e+05,"NULL"
"729","15322676 2 50393",2,1650000,"NULL"
"730","15322676 5 329",25,1272500,"NULL"
"731","15322676 6 27884",6,1272500,"NULL"
"732","15322676 6 31899",6,1272500,"NULL"
"733","15322676 6 50132",6,475800,"NULL"
"734","15322676 6 50200",6,456400,"NULL"
"735","15322676 6 50279",6,456400,"NULL"
"736","15322676 6 50331",6,888800,"NULL"
"737","15322676 6 50394",6,1137500,"NULL"
"738","15341763 13 24791",117,812400,"NULL"
"739","15341763 2 27382",4,1080000,"NULL"
"740","15341763 2 34932",2,1400000,"NULL"
"741","15341763 2 38023",2,1e+06,"NULL"
"742","15341763 2 39068",2,850000,"NULL"
"743","15341763 6 27391",6,659500,"NULL"
"744","15341763 6 31263",12,727200,"NULL"
"745","15341763 6 37135",6,1386000,"NULL"
"746","15341763 6 39102",6,1360000,"NULL"
"747","15346534 6 15196",6,274000,"NULL"
"748","15346756 13 34868",39,669000,"NULL"
"749","15346756 2 26737",2,850000,"NULL"
"750","15346756 2 33876",10,5e+05,"NULL"
"751","15348793 13 25528",39,819600,"NULL"
"752","15361676 13 30003630",13,1207100,"NULL"
"753","15361676 2 25225",2,1e+06,"NULL"
"754","15361676 2 30001521",2,8e+05,"NULL"
"755","15361676 2 30002973",2,2e+06,"NULL"
"756","15361676 2 30003433",2,2e+06,"NULL"
"757","15361676 2 31680",2,2500000,"NULL"
"758","15361676 2 33904",2,2500000,"NULL"
"759","15361676 2 37264",2,3e+06,"NULL"
"760","15361676 2 39371",2,3e+06,"NULL"
"761","15361676 6 27364",6,1943000,"NULL"
"762","15361676 6 30001522",6,542400,"NULL"
"763","15361676 6 30002156",6,673400,"NULL"
"764","15361676 6 30003490",12,1534000,"NULL"
"765","15361676 6 31682",6,2057700,"NULL"
"766","15361676 6 34135",6,2058000,"NULL"
"767","15361676 6 37278",6,2649000,"NULL"
"768","15361676 6 39382",6,3071900,"NULL"
"769","15402073 2 20000031",2,5e+05,"NULL"
"770","15403524 2 20000585",4,5e+05,"NULL"
"771","15403524 2 20001179",2,1e+06,"NULL"
"772","15403524 2 20001812",2,3e+06,"NULL"
"773","15403524 6 20000586",6,618200,"NULL"
"774","15405106 13 20001950",26,376600,"NULL"
"775","15405106 2 25245",2,1100000,"NULL"
"776","15405106 2 28090",4,1100000,"NULL"
"777","15405106 6 25247",6,732000,"NULL"
"778","15405106 6 28091",6,732000,"NULL"
"779","15450116 2 50039",2,1e+06,"NULL"
"780","15450116 2 50159",2,1200000,"NULL"
"781","15450116 2 50238",2,1500000,"NULL"
"782","15450116 2 50272",2,2500000,"NULL"
"783","15450116 2 50314",2,2500000,"NULL"
"784","15450116 2 6062",2,9e+05,"NULL"
"785","15450116 2 7358",2,1e+06,"NULL"
"786","15450116 6 50038",6,952600,"NULL"
"787","15450116 6 50139",6,1504000,"NULL"
"788","15450116 6 50192",6,2136900,"NULL"
"789","15450116 6 50230",6,2136900,"NULL"
"790","15450116 6 50313",6,1648600,"NULL"
"791","15450116 6 6104",6,606100,"NULL"
"792","15450116 6 7356",12,777600,"NULL"
"793","15450136 2 50040",2,5e+05,"NULL"
"794","15450354 2 13773",4,6e+05,"NULL"
"795","15450354 2 16820",2,1300000,"NULL"
"796","15450354 2 19644",4,1300000,"NULL"
"797","15450354 2 22694",2,1300000,"NULL"
"798","15450354 2 23843",2,1500000,"NULL"
"799","15450354 2 27196",6,1500000,"NULL"
"800","15450354 2 27722",2,2800000,"NULL"
"801","15450354 2 31082",2,3100000,"NULL"
"802","15450354 2 34956",22,3100000,"NULL"
"803","15450354 2 50061",6,5e+05,"NULL"
"804","15450354 5 35062",30,1299000,"NULL"
"805","15450354 6 24882",6,982200,"NULL"
"806","15450354 6 28356",6,982200,"NULL"
"807","15450354 6 31187",6,1299000,"NULL"
"808","15450354 6 50062",12,342400,"NULL"
"809","15450354 6 50142",6,538300,"NULL"
"810","15450354 6 50205",6,538300,"NULL"
"811","15450354 6 50285",6,538300,"NULL"
"812","15450354 6 50371",6,538300,"NULL"
"813","15450368 2 20001774",2,840000,"NULL"
"814","15450368 2 31305",2,1680000,"NULL"
"815","15450368 2 35110",2,2e+06,"NULL"
"816","15450368 6 20001775",6,506850,"NULL"
"817","15450368 6 26014",6,683000,"NULL"
"818","15450368 6 31306",6,1092800,"NULL"
"819","15450368 6 35113",12,2628000,"NULL"
"820","15450368 6 37659",6,3465000,"NULL"
"821","15450519 2 11174",2,3e+06,"NULL"
"822","15450519 2 1281",2,1e+06,"NULL"
"823","15450519 2 14161",2,3500000,"NULL"
"824","15450519 2 17141",8,3500000,"NULL"
"825","15450519 2 3809",2,2e+06,"NULL"
"826","15450519 2 6504",4,2e+06,"NULL"
"827","15450519 2 769",2,1e+06,"NULL"
"828","15450537 13 31662",78,2104900,"NULL"
"829","15450537 13 37700",78,2649500,"NULL"
"830","15450537 13 39011",52,2682600,"NULL"
"831","15450537 2 27426",2,3300000,"NULL"
"832","15450537 2 30898",2,3300000,"NULL"
"833","15450537 2 34267",10,3300000,"NULL"
"834","15450537 2 38990",4,3100000,"NULL"
"835","15450537 2 50162",2,8e+05,"NULL"
"836","15450537 2 50264",2,1200000,"NULL"
"837","15450537 2 50329",2,1500000,"NULL"
"838","15450537 2 50392",6,2834842,"NULL"
"839","15450537 6 27427",6,2245800,"NULL"
"840","15450537 6 30899",6,2245800,"NULL"
"841","15450537 6 34268",24,2245800,"NULL"
"842","15450537 6 50163",6,516400,"NULL"
"843","15450537 6 50263",6,809000,"NULL"
"844","15450537 6 50328",6,939900,"NULL"
"845","15450537 6 50395",12,1605600,"NULL"
"846","15450633 13 34667",221,1973000,"NULL"
"847","15450633 13 39538",65,1951500,"NULL"
"848","15450633 2 38428",8,5050000,"NULL"
"849","15450648 13 38541",169,3605500,"NULL"
"850","15450780 13 37594",143,2524400,"NULL"
"851","15450780 13 39437",39,3136000,"NULL"
"852","15450780 13 50369",26,1172300,"NULL"
"853","15482190 2 11630",2,4e+05,"NULL"
"854","15482190 2 14688",2,2e+05,"NULL"
"855","15482190 6 20781",6,493400,"NULL"
"856","15483904 13 34642",156,2420000,"NULL"
"857","15483904 13 39592",78,1596600,"NULL"
"858","15483904 2 19680",2,2e+06,"NULL"
"859","15483904 2 22592",2,2e+06,"NULL"
"860","15483904 2 29039",2,3e+06,"NULL"
"861","15483904 2 32418",2,3e+06,"NULL"
"862","15483904 2 38454",2,1e+06,"NULL"
"863","15483904 2 40036",2,2e+06,"NULL"
"864","15483904 3 14588",3,3e+05,"NULL"
"865","15483904 5 35858",20,3e+06,"NULL"
"866","15483904 6 101906",6,340800,"NULL"
"867","15483904 6 102508",6,457900,"NULL"
"868","15483904 6 11290",6,303100,"NULL"
"869","15483904 6 12896",6,464800,"NULL"
"870","15483904 6 13660",6,665000,"NULL"
"871","15483904 6 13752",6,434700,"NULL"
"872","15483904 6 17181",6,1465000,"NULL"
"873","15483904 6 23287",12,1332000,"NULL"
"874","15483904 6 26834",6,1568600,"NULL"
"875","15483904 6 31137",18,2093276,"NULL"
"876","15483904 6 37372",18,2476000,"NULL"
"877","15483904 6 39490",12,651065,"NULL"
"878","15483904 7 11259",7,3e+05,"NULL"
"879","15483904 7 9176",7,3e+05,"NULL"
"880","15488427 13 35643",143,695383,"NULL"
"881","15516600 2 38527",2,2e+06,"NULL"
"882","15516600 2 40138",2,3500000,"NULL"
"883","15520003 2 38804",2,2e+05,"NULL"
"884","15520015 6 123",12,372700,"NULL"
"885","15520016 2 14029",2,5e+05,"NULL"
"886","15520016 2 1542",2,134000,"NULL"
"887","15520016 2 16237",2,6e+05,"NULL"
"888","15520016 2 518",6,1e+06,"NULL"
"889","15520016 6 102369",6,65000,"NULL"
"890","15520016 6 102949",6,77300,"NULL"
"891","15520016 6 11561",6,247800,"NULL"
"892","15520016 6 4917",6,191500,"NULL"
"893","15520016 6 8877",6,295300,"NULL"
"894","15520026 13 25255",26,801100,"NULL"
"895","15520026 13 2545",52,731800,"NULL"
"896","15520026 13 28935",78,1008179,"NULL"
"897","15520026 13 30728",26,1397000,"NULL"
"898","15520026 13 32505",26,969500,"NULL"
"899","15520026 2 1223",2,2500000,"NULL"
"900","15520026 2 1507",2,2500000,"NULL"
"901","15520026 2 1877",2,4e+06,"NULL"
"902","15520026 2 1933",6,6e+05,"NULL"
"903","15520026 2 2193",6,4e+06,"NULL"
"904","15520026 2 2576",2,4e+06,"NULL"
"905","15520026 2 27368",2,5e+06,"NULL"
"906","15520026 2 2837",2,5e+06,"NULL"
"907","15520026 2 309",2,3e+06,"NULL"
"908","15520026 2 31143",4,5e+06,"NULL"
"909","15520026 2 34853",18,5e+06,"NULL"
"910","15520026 2 38127",16,7700000,"NULL"
"911","15520026 2 628",2,3e+06,"NULL"
"912","15520026 2 868",2,2500000,"NULL"
"913","15520026 6 1538",6,1316300,"NULL"
"914","15520026 6 1851",6,1316300,"NULL"
"915","15520026 6 2147",6,2440300,"NULL"
"916","15520026 6 2527",6,2440300,"NULL"
"917","15520026 6 2709",6,1616500,"NULL"
"918","15520026 6 717",6,2230600,"NULL"
"919","15520031 2 12372",2,1295000,"NULL"
"920","15520031 2 14897",2,1295000,"NULL"
"921","15520031 2 17596",2,1295000,"NULL"
"922","15520031 2 1883",2,1300000,"NULL"
"923","15520031 2 20167",6,1295000,"NULL"
"924","15520031 2 2213",10,1300000,"NULL"
"925","15520031 2 23166",2,4e+05,"NULL"
"926","15520031 2 27233",6,6e+05,"NULL"
"927","15520031 2 31012",2,8e+05,"NULL"
"928","15520031 2 34396",10,8e+05,"NULL"
"929","15520031 2 6657",4,1300000,"NULL"
"930","15520031 2 67",2,1e+06,"NULL"
"931","15520031 2 782",2,1e+06,"NULL"
"932","15520031 2 9530",2,1295000,"NULL"
"933","15520031 3 93",6,150000,"NULL"
"934","15520039 2 17177",2,1250000,"NULL"
"935","15520039 2 19793",4,1500000,"NULL"
"936","15520039 2 22544",4,1600000,"NULL"
"937","15520039 2 29113",6,2e+06,"NULL"
"938","15520039 2 34307",4,3e+06,"NULL"
"939","15520039 2 37424",2,3e+06,"NULL"
"940","15520039 2 39399",6,2079989,"NULL"
"941","15520039 2 4709",2,3e+05,"NULL"
"942","15520039 6 18556",6,970400,"NULL"
"943","15520039 6 20985",6,1041800,"NULL"
"944","15520039 6 24057",6,1354000,"NULL"
"945","15520039 6 27489",6,1708800,"NULL"
"946","15520039 6 31070",6,1767795,"NULL"
"947","15520059 2 1918",2,4e+06,"NULL"
"948","15520059 2 19574",2,6400000,"NULL"
"949","15520059 2 2393",2,4e+06,"NULL"
"950","15520059 2 340",2,3700000,"NULL"
"951","15520059 2 3483",2,4500000,"NULL"
"952","15520059 2 5476",2,4500000,"NULL"
"953","15520059 2 817",2,3700000,"NULL"
"954","15520059 2 8283",2,4500000,"NULL"
"955","15520060 2 10074",2,1661000,"NULL"
"956","15520060 2 12843",2,1661000,"NULL"
"957","15520060 2 1555",2,1720000,"NULL"
"958","15520060 2 15637",2,1661000,"NULL"
"959","15520060 2 18265",4,1661000,"NULL"
"960","15520060 2 21295",2,2e+06,"NULL"
"961","15520060 2 2383",4,1720000,"NULL"
"962","15520060 2 23986",2,2e+06,"NULL"
"963","15520060 2 268",2,1320000,"NULL"
"964","15520060 2 27821",2,2e+06,"NULL"
"965","15520060 2 293",2,1260000,"NULL"
"966","15520060 2 3039",2,1720000,"NULL"
"967","15520060 2 31539",6,2e+06,"NULL"
"968","15520060 2 4759",2,1720000,"NULL"
"969","15520060 2 709",2,1e+06,"NULL"
"970","15520060 2 7313",4,1720000,"NULL"
"971","15520060 2 873",4,1260000,"NULL"
"972","15520060 3 116",3,1e+05,"NULL"
"973","15520060 3 604",3,2e+05,"NULL"
"974","15520060 3 759",3,2e+05,"NULL"
"975","15520060 3 905",3,1e+05,"NULL"
"976","15520060 3 97",3,2e+05,"NULL"
"977","15520060 5 35256",30,1044500,"NULL"
"978","15520060 5 36271",10,2e+06,"NULL"
"979","15520060 6 102963",6,422400,"NULL"
"980","15520060 6 11043",6,507200,"NULL"
"981","15520060 6 13077",6,746000,"NULL"
"982","15520060 6 1443",6,188700,"NULL"
"983","15520060 6 17101",6,233400,"NULL"
"984","15520060 6 18700",6,1178500,"NULL"
"985","15520060 6 2108",6,532100,"NULL"
"986","15520060 6 21597",6,1178500,"NULL"
"987","15520060 6 2205",6,265100,"NULL"
"988","15520060 6 23985",6,1178500,"NULL"
"989","15520060 6 27641",6,1178500,"NULL"
"990","15520060 6 28268",6,1044500,"NULL"
"991","15520060 6 31964",6,1044500,"NULL"
"992","15520060 6 5172",6,459600,"NULL"
"993","15520060 6 542",6,532100,"NULL"
"994","15520060 6 829",6,579400,"NULL"
"995","15520060 6 8558",6,579100,"NULL"
"996","15520068 1 69",2,1e+06,"NULL"
"997","15520068 2 19563",14,1e+06,"NULL"
"998","15520068 2 22627",6,1300000,"NULL"
"999","15520068 2 25465",10,1e+06,"NULL"
"1000","15520068 2 2584",22,1e+06,"NULL"
"1001","15520068 2 27835",2,1e+06,"NULL"
"1002","15520068 2 29312",2,2e+05,"NULL"
"1003","15520068 2 32529",8,1e+06,"NULL"
"1004","15520068 2 35644",2,5e+06,"NULL"
"1005","15520068 2 37817",2,1e+07,"NULL"
"1006","15520068 2 38651",16,7235000,"NULL"
"1007","15520068 6 100359",6,339000,"NULL"
"1008","15520068 6 103119",18,356000,"NULL"
"1009","15520068 6 12923",6,447500,"NULL"
"1010","15520068 6 18123",30,769000,"NULL"
"1011","15520068 7 102",56,1200000,"NULL"
"1012","15520068 7 11391",14,1500000,"NULL"
"1013","15520068 7 16664",35,1700000,"NULL"
"1014","15520068 7 48",28,1e+06,"NULL"
"1015","15520068 7 5775",28,1e+06,"NULL"
"1016","15520068 7 7721",49,1500000,"NULL"
"1017","15520108 2 89",4,1e+06,"NULL"
"1018","15520108 6 632",6,556800,"NULL"
"1019","15520120 2 3837",2,3e+06,"NULL"
"1020","15520120 2 38445",2,3e+07,"NULL"
"1021","15520120 2 40548",2,5e+07,"NULL"
"1022","15520120 6 16561",6,5796900,"NULL"
"1023","15520127 2 1018",2,1800000,"NULL"
"1024","15520127 2 14598",6,1e+06,"NULL"
"1025","15520127 2 1584",2,2171000,"NULL"
"1026","15520127 2 1591",2,1400000,"NULL"
"1027","15520127 2 17116",2,358000,"NULL"
"1028","15520127 2 19004",2,358000,"NULL"
"1029","15520127 2 2559",2,2171000,"NULL"
"1030","15520127 2 258",10,1600000,"NULL"
"1031","15520127 2 27275",2,1800000,"NULL"
"1032","15520127 2 3006",2,2171000,"NULL"
"1033","15520127 2 30998",4,1800000,"NULL"
"1034","15520127 2 4783",4,2171000,"NULL"
"1035","15520127 2 562",2,1400000,"NULL"
"1036","15520127 2 7916",4,2009000,"NULL"
"1037","15520127 6 11784",6,478900,"NULL"
"1038","15520127 6 15538",6,898600,"NULL"
"1039","15520127 6 18208",6,898600,"NULL"
"1040","15520127 6 21043",6,898600,"NULL"
"1041","15520127 6 23839",6,898600,"NULL"
"1042","15520127 6 27143",6,898600,"NULL"
"1043","15520127 6 9334",6,747900,"NULL"
"1044","15520149 2 1255",2,1100000,"NULL"
"1045","15520149 2 2020",2,1100000,"NULL"
"1046","15520149 2 2811",2,1100000,"NULL"
"1047","15520149 2 336",2,1200000,"NULL"
"1048","15520149 2 525",4,1200000,"NULL"
"1049","15520149 6 100451",6,439250,"NULL"
"1050","15520149 6 197",6,342800,"NULL"
"1051","15520157 2 1042",2,1081000,"NULL"
"1052","15520157 2 2011",2,1081000,"NULL"
"1053","15520157 2 2430",2,1081000,"NULL"
"1054","15520157 2 26584",2,1081000,"NULL"
"1055","15520157 2 2751",2,1081000,"NULL"
"1056","15520157 2 31110",4,1081000,"NULL"
"1057","15520157 2 845",6,1100000,"NULL"
"1058","15520162 2 10690",4,2400000,"NULL"
"1059","15520162 2 1347",2,1300000,"NULL"
"1060","15520162 2 15483",2,2e+06,"NULL"
"1061","15520162 2 17851",2,3e+06,"NULL"
"1062","15520162 2 200",2,1300000,"NULL"
"1063","15520162 2 20631",2,3500000,"NULL"
"1064","15520162 2 23321",6,5072976,"NULL"
"1065","15520162 2 2390",2,1200000,"NULL"
"1066","15520162 2 3159",2,1300000,"NULL"
"1067","15520162 2 3961",6,1300000,"NULL"
"1068","15520162 2 7642",4,2500000,"NULL"
"1069","15520162 2 890",2,1300000,"NULL"
"1070","15520162 6 101645",6,441000,"NULL"
"1071","15520162 6 102310",6,425500,"NULL"
"1072","15520162 6 103055",6,576400,"NULL"
"1073","15520162 6 1105",6,349700,"NULL"
"1074","15520162 6 13040",6,930800,"NULL"
"1075","15520162 6 15485",6,869400,"NULL"
"1076","15520162 6 19428",18,943800,"NULL"
"1077","15520162 6 22952",6,943800,"NULL"
"1078","15520162 6 4040",6,495500,"NULL"
"1079","15520162 6 5989",12,654500,"NULL"
"1080","15520162 7 13037",14,2500000,"NULL"
"1081","15520163 2 148",4,2613000,"NULL"
"1082","15520174 1 103",2,1200000,"NULL"
"1083","15520174 2 22399",4,1e+06,"NULL"
"1084","15520174 2 29027",8,1400000,"NULL"
"1085","15520174 6 18240",18,777700,"NULL"
"1086","15520174 7 49",14,1200000,"NULL"
"1087","15520174 7 57",14,1200000,"NULL"
"1088","15520201 13 29887",39,1012100,"NULL"
"1089","15520201 2 20000222",2,3e+06,"NULL"
"1090","15520201 2 20000569",4,3590000,"NULL"
"1091","15520201 2 20000857",2,3930000,"NULL"
"1092","15520201 2 20001089",12,3930000,"NULL"
"1093","15520201 2 32679",2,2e+06,"NULL"
"1094","15520201 2 36921",6,1e+06,"NULL"
"1095","15520201 2 40715",2,850000,"NULL"
